Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range;Cutoffs
2.46021399378856;0.465606689453125;0;1;1.7669677734375E-05;10 mA;
2.66021399328361;0.468414306640625;0.199999999495049;2;1.6021728515625E-05;10 mA;
2.86021399277865;0.4708251953125;0.399999998990097;3;1.68762207031251E-05;10 mA;
3.0602139922737;0.472991943359375;0.599999998485146;4;1.373291015625E-05;10 mA;
3.26021399176875;0.475067138671875;0.799999997980194;5;1.1444091796875E-05;10 mA;
3.4602139912638;0.477020263671875;0.999999997475243;6;1.6021728515625E-05;10 mA;
3.66021399075885;0.478851318359375;1.19999999697029;7;1.4312744140625E-05;10 mA;
3.8602139902539;0.48065185546875;1.39999999646534;8;1.6754150390625E-05;10 mA;
4.06021398974895;0.482391357421875;1.59999999596039;9;1.2054443359375E-05;10 mA;
4.26021398924399;0.484039306640625;1.79999999545544;10;1.3702392578125E-05;10 mA;
4.46021398873904;0.485626220703125;1.99999999495049;11;1.7547607421875E-05;10 mA;
4.66021398823409;0.48724365234375;2.19999999444553;12;1.44042968749999E-05;10 mA;
4.86021398772914;0.488800048828125;2.39999999394058;13;1.45874023437501E-05;10 mA;
5.06021398722419;0.49029541015625;2.59999999343563;14;1.4678955078125E-05;10 mA;
5.26021398671924;0.491790771484375;2.79999999293068;15;1.66015625E-05;10 mA;
5.46021398621428;0.4932861328125;2.99999999242573;16;1.434326171875E-05;10 mA;
5.66021398570933;0.4947509765625;3.19999999192078;17;1.4312744140625E-05;10 mA;
5.86021398520438;0.496185302734375;3.39999999141583;18;1.46484375E-05;10 mA;
6.06021398469943;0.497589111328125;3.59999999091087;19;1.4373779296875E-05;10 mA;
6.26021398419448;0.498992919921875;3.79999999040592;20;1.47399902343751E-05;10 mA;
6.46021398368953;0.50018310546875;3.99999998990097;21;1.66015625E-05;10 mA;
6.66021398318458;0.501708984375;4.19999998939602;22;1.71813964843751E-05;10 mA;
6.86021398267962;0.5029296875;4.39999998889107;23;1.45874023437501E-05;10 mA;
7.06021398217467;0.504150390625;4.59999998838612;24;1.4312744140625E-05;10 mA;
7.26021398166972;0.50567626953125;4.79999998788116;25;1.4617919921875E-05;10 mA;
7.46021398116477;0.50689697265625;4.99999998737621;26;1.44348144531251E-05;10 mA;
7.66021398065982;0.50811767578125;5.19999998687126;27;1.59606933593751E-05;10 mA;
7.86021398015487;0.50933837890625;5.39999998636631;28;1.77917480468751E-05;10 mA;
8.06021397964992;0.5108642578125;5.59999998586136;29;1.48925781250001E-05;10 mA;
8.26021397914496;0.5120849609375;5.79999998535641;30;1.483154296875E-05;10 mA;
8.46021397864001;0.5133056640625;5.99999998485146;31;1.5533447265625E-05;10 mA;
8.66021397813506;0.5145263671875;6.1999999843465;32;1.2847900390625E-05;10 mA;
8.86021397763011;0.51544189453125;6.39999998384155;33;1.76391601562501E-05;10 mA;
9.06021397712516;0.51666259765625;6.5999999833366;34;1.5228271484375E-05;10 mA;
9.26021397662021;0.51788330078125;6.79999998283165;35;1.29089355468751E-05;10 mA;
9.46021397611526;0.51910400390625;6.9999999823267;36;1.7730712890625E-05;10 mA;
