Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range
1.78619999549028;0.126922607421875;0;1;1.5594482421875E-05;10 mA
1.98619999498533;0.128326416015625;0.199999999495049;2;1.57470703125E-05;10 mA
2.18619999448038;0.129638671875;0.399999998990097;3;1.5838623046875E-05;10 mA
2.38619999397542;0.130859375;0.599999998485146;4;1.56249999999999E-05;10 mA
2.58619999347047;0.131988525390625;0.799999997980194;5;1.5716552734375E-05;10 mA
2.78619999296552;0.133026123046875;0.999999997475243;6;1.5411376953125E-05;10 mA
2.98619999246057;0.134033203125;1.19999999697029;7;1.59606933593751E-05;10 mA
3.18619999195562;0.135009765625;1.39999999646534;8;1.556396484375E-05;10 mA
3.38619999145067;0.13592529296875;1.59999999596039;9;1.5899658203125E-05;10 mA
3.58619999094572;0.1368408203125;1.79999999545544;10;1.568603515625E-05;10 mA
3.78619999044076;0.137725830078125;1.99999999495049;11;1.59301757812499E-05;10 mA
3.98619998993581;0.13861083984375;2.19999999444553;12;1.605224609375E-05;10 mA
4.18619998943086;0.139434814453125;2.39999999394058;13;1.56555175781251E-05;10 mA
4.38619998892591;0.1402587890625;2.59999999343563;14;1.57775878906249E-05;10 mA
4.58619998842096;0.14105224609375;2.79999999293068;15;1.5899658203125E-05;10 mA
4.78619998791601;0.141845703125;2.99999999242573;16;1.57775878906249E-05;10 mA
4.98619998741106;0.142608642578125;3.19999999192078;17;1.5533447265625E-05;10 mA
5.1861999869061;0.14337158203125;3.39999999141583;18;1.57775878906249E-05;10 mA
5.38619998640115;0.14410400390625;3.59999999091087;19;1.5594482421875E-05;10 mA
5.5861999858962;0.144866943359375;3.79999999040592;20;1.629638671875E-05;10 mA
5.78619998539125;0.145599365234375;3.99999998990097;21;1.57470703125E-05;10 mA
5.9861999848863;0.14630126953125;4.19999998939602;22;1.58081054687501E-05;10 mA
6.18619998438135;0.147003173828125;4.39999998889107;23;1.59606933593751E-05;10 mA
6.38619998387639;0.147705078125;4.59999998838612;24;1.5838623046875E-05;10 mA
6.58619998337144;0.14837646484375;4.79999998788116;25;1.59912109375E-05;10 mA
6.78619998286649;0.14910888671875;4.99999998737621;26;1.59301757812499E-05;10 mA
6.98619998236154;0.1497802734375;5.19999998687126;27;1.5594482421875E-05;10 mA
7.18619998185659;0.15045166015625;5.39999998636631;28;1.57470703125E-05;10 mA
7.38619998135164;0.151123046875;5.59999998586136;29;1.5411376953125E-05;10 mA
7.58619998084669;0.151763916015625;5.79999998535641;30;1.5411376953125E-05;10 mA
7.78619998034173;0.152435302734375;5.99999998485146;31;1.57470703125E-05;10 mA
7.98619997983678;0.153106689453125;6.1999999843465;32;1.6204833984375E-05;10 mA
8.18619997933183;0.15374755859375;6.39999998384155;33;1.59912109375E-05;10 mA
8.38619997882688;0.154388427734375;6.5999999833366;34;1.57470703125E-05;10 mA
8.58619997832193;0.155029296875;6.79999998283165;35;1.56555175781251E-05;10 mA
8.78619997781698;0.155670166015625;6.9999999823267;36;1.5899658203125E-05;10 mA
8.98619997731203;0.15631103515625;7.19999998182175;37;1.59912109375E-05;10 mA
9.18619997680707;0.156951904296875;7.3999999813168;38;1.54724121093749E-05;10 mA
9.38619997630212;0.1575927734375;7.59999998081184;39;1.57775878906249E-05;10 mA
9.58619997579717;0.158203125;7.79999998030689;40;1.59912109375E-05;10 mA
9.78619997529222;0.158843994140625;7.99999997980194;41;1.59301757812499E-05;10 mA
9.98619997478727;0.15948486328125;8.19999997929699;42;1.59301757812499E-05;10 mA
10.1861999742823;0.160064697265625;8.39999997879204;43;1.56249999999999E-05;10 mA
10.3861999737774;0.160675048828125;8.59999997828709;44;1.544189453125E-05;10 mA
10.5861999732724;0.16131591796875;8.79999997778214;45;1.59301757812499E-05;10 mA
10.7861999727675;0.161895751953125;8.99999997727718;46;1.57470703125E-05;10 mA
10.9861999722625;0.162506103515625;9.19999997677223;47;1.5594482421875E-05;10 mA
11.1861999717576;0.1630859375;9.39999997626728;48;1.568603515625E-05;10 mA
11.3861999712526;0.163665771484375;9.59999997576233;49;1.57775878906249E-05;10 mA
11.5861999707477;0.16424560546875;9.79999997525738;50;1.59606933593751E-05;10 mA
11.7861999702427;0.164825439453125;9.99999997475243;51;1.58081054687501E-05;10 mA
11.9861999697378;0.1654052734375;10.1999999742475;52;1.5869140625E-05;10 mA
12.1861999692328;0.166015625;10.3999999737425;53;1.57470703125E-05;10 mA
12.3861999687279;0.16656494140625;10.5999999732376;54;1.55029296875001E-05;10 mA
12.5861999682229;0.167144775390625;10.7999999727326;55;1.62658691406251E-05;10 mA
12.7861999677179;0.167755126953125;10.9999999722277;56;1.5716552734375E-05;10 mA
12.986199967213;0.168304443359375;11.1999999717227;57;1.57470703125E-05;10 mA
13.186199966708;0.16888427734375;11.3999999712178;58;1.57775878906249E-05;10 mA
13.3861999662031;0.16943359375;11.5999999707128;59;1.56249999999999E-05;10 mA
13.5861999656981;0.16998291015625;11.7999999702079;60;1.57470703125E-05;10 mA
13.7861999651932;0.170562744140625;11.9999999697029;61;1.56555175781251E-05;10 mA
13.9861999646882;0.171112060546875;12.199999969198;62;1.57470703125E-05;10 mA
14.1861999641833;0.171661376953125;12.399999968693;63;1.605224609375E-05;10 mA
14.3861999636783;0.17218017578125;12.5999999681881;64;1.5899658203125E-05;10 mA
14.5861999631734;0.1727294921875;12.7999999676831;65;1.56249999999999E-05;10 mA
14.7861999626684;0.173248291015625;12.9999999671782;66;1.568603515625E-05;10 mA
