Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range;Cutoffs
102.125812742157;0.70709228515625;0;1;-9.5977783203125E-05;10 mA;WE(1).Potential < -0,1 V , WE(1).Potential < -0,1 V , WE(1).Potential < -0,1 V , WE(1).Potential < -0,1 V
102.325812741652;0.67169189453125;0.199999999495049;2;-9.58251953125E-05;10 mA;
102.525812741147;0.64605712890625;0.399999998990097;3;-9.564208984375E-05;10 mA;
102.725812740642;0.6256103515625;0.599999998485146;4;-9.58251953125E-05;10 mA;
102.925812740137;0.60821533203125;0.799999997980194;5;-9.6099853515625E-05;10 mA;
103.125812739632;0.59326171875;0.999999997475243;6;-9.57336425781249E-05;10 mA;
103.325812739127;0.57952880859375;1.19999999697029;7;-9.5947265625E-05;10 mA;
103.525812738622;0.56732177734375;1.39999999646534;8;-9.62219238281251E-05;10 mA;
103.725812738117;0.55572509765625;1.59999999596039;9;-9.600830078125E-05;10 mA;
103.925812737613;0.54534912109375;1.79999999545544;10;-9.58862304687499E-05;10 mA;
104.125812737108;0.5352783203125;1.99999999495049;11;-9.6099853515625E-05;10 mA;
104.325812736603;0.52581787109375;2.19999999444553;12;-9.6038818359375E-05;10 mA;
104.525812736098;0.51666259765625;2.39999999394058;13;-9.5703125E-05;10 mA;
104.725812735593;0.50811767578125;2.59999999343563;14;-9.5855712890625E-05;10 mA;
104.925812735088;0.4998779296875;2.79999999293068;15;-9.600830078125E-05;10 mA;
105.125812734583;0.49224853515625;2.99999999242573;16;-9.5947265625E-05;10 mA;
105.325812734078;0.484710693359375;3.19999999192078;17;-9.61914062499999E-05;10 mA;
105.525812733573;0.4774169921875;3.39999999141583;18;-9.58862304687499E-05;10 mA;
105.725812733068;0.470367431640625;3.59999999091087;19;-9.58251953125E-05;10 mA;
105.925812732563;0.463592529296875;3.79999999040592;20;-9.58862304687499E-05;10 mA;
106.125812732058;0.45697021484375;3.99999998990097;21;-9.58862304687499E-05;10 mA;
106.325812731553;0.45062255859375;4.19999998939602;22;-9.5977783203125E-05;10 mA;
106.525812731048;0.444427490234375;4.39999998889107;23;-9.58862304687499E-05;10 mA;
106.725812730543;0.43841552734375;4.59999998838612;24;-9.6160888671875E-05;10 mA;
106.925812730038;0.432586669921875;4.79999998788116;25;-9.61914062499999E-05;10 mA;
107.125812729533;0.426910400390625;4.99999998737621;26;-9.58251953125E-05;10 mA;
107.325812729028;0.421356201171875;5.19999998687126;27;-9.613037109375E-05;10 mA;
107.525812728523;0.415985107421875;5.39999998636631;28;-9.57336425781249E-05;10 mA;
107.725812728018;0.410736083984375;5.59999998586136;29;-9.613037109375E-05;10 mA;
107.925812727514;0.40557861328125;5.79999998535641;30;-9.5947265625E-05;10 mA;
108.125812727009;0.400604248046875;5.99999998485146;31;-9.63134765625E-05;10 mA;
108.325812726504;0.395721435546875;6.1999999843465;32;-9.6466064453125E-05;10 mA;
108.525812725999;0.3909912109375;6.39999998384155;33;-9.6405029296875E-05;10 mA;
108.725812725494;0.386383056640625;6.5999999833366;34;-9.6435546875E-05;10 mA;
108.925812724989;0.3819580078125;6.79999998283165;35;-9.58862304687499E-05;10 mA;
109.125812724484;0.37744140625;6.9999999823267;36;-9.625244140625E-05;10 mA;
109.325812723979;0.373077392578125;7.19999998182175;37;-9.6282958984375E-05;10 mA;
109.525812723474;0.36883544921875;7.3999999813168;38;-9.61914062499999E-05;10 mA;
109.725812722969;0.364654541015625;7.59999998081184;39;-9.6282958984375E-05;10 mA;
109.925812722464;0.36053466796875;7.79999998030689;40;-9.58862304687499E-05;10 mA;
110.125812721959;0.356597900390625;7.99999997980194;41;-9.6435546875E-05;10 mA;
110.325812721454;0.3526611328125;8.19999997929699;42;-9.64965820312499E-05;10 mA;
110.525812720949;0.3487548828125;8.39999997879204;43;-9.66491699218749E-05;10 mA;
110.725812720444;0.344970703125;8.59999997828709;44;-9.63134765625E-05;10 mA;
110.925812719939;0.34124755859375;8.79999997778214;45;-9.64965820312499E-05;10 mA;
111.125812719434;0.33758544921875;8.99999997727718;46;-9.64965820312499E-05;10 mA;
111.325812718929;0.333984375;9.19999997677223;47;-9.64965820312499E-05;10 mA;
111.525812718424;0.330413818359375;9.39999997626728;48;-9.6435546875E-05;10 mA;
111.725812717919;0.32696533203125;9.59999997576233;49;-9.65576171875E-05;10 mA;
111.925812717414;0.323486328125;9.79999997525738;50;-9.65576171875E-05;10 mA;
112.12581271691;0.320098876953125;9.99999997475243;51;-9.62219238281251E-05;10 mA;
112.325812716405;0.31683349609375;10.1999999742475;52;-9.6435546875E-05;10 mA;
112.5258127159;0.313507080078125;10.3999999737425;53;-9.69848632812501E-05;10 mA;
112.725812715395;0.310211181640625;10.5999999732376;54;-9.63439941406249E-05;10 mA;
112.92581271489;0.3070068359375;10.7999999727326;55;-9.65270996093751E-05;10 mA;
113.125812714385;0.3038330078125;10.9999999722277;56;-9.6099853515625E-05;10 mA;
113.32581271388;0.300689697265625;11.1999999717227;57;-9.65576171875E-05;10 mA;
113.525812713375;0.297576904296875;11.3999999712178;58;-9.68322753906251E-05;10 mA;
113.72581271287;0.29449462890625;11.5999999707128;59;-9.6588134765625E-05;10 mA;
113.925812712365;0.29144287109375;11.7999999702079;60;-9.674072265625E-05;10 mA;
114.12581271186;0.28839111328125;11.9999999697029;61;-9.6038818359375E-05;10 mA;
114.325812711355;0.285400390625;12.199999969198;62;-9.64965820312499E-05;10 mA;
114.52581271085;0.28240966796875;12.399999968693;63;-9.60693359375001E-05;10 mA;
